player_id,touches
34146,1
34175,1
34176,1
34255,1
34316,1
34524,1
34569,2
34580,1
34582,1
34583,1
34627,1
34708,1
34720,1
34730,1
34751,14
34785,1
34792,13
34908,1
34917,1
34927,1
34984,2
35057,4
35174,3
35199,2
35214,1
35229,1
35239,2
35250,4
35264,7
35339,1
35354,1
35379,1
35407,1
35416,5
35433,1
35447,3
35468,1
35471,1
35499,1
35502,1
35516,1
35713,1
35731,1
36012,2
36023,4
36024,7
36025,8
36131,1
36188,1
36381,1
36477,1
36601,2
36685,1
36699,1
36722,1
36744,1
36807,3
36831,5
36858,1
36978,4
36992,2
36993,2
36995,6
37032,1
37050,2
37064,2
37067,3
37163,6
37171,3
37208,6
37253,1
37308,2
37340,1
37348,2
37394,13
37463,1
37553,1
37583,10
37642,3
37648,3
37681,1
37720,6
37765,3
37768,1
37804,11
37896,5
37912,2
37914,1
37983,3
37985,2
37996,1
38010,1
38037,2
38122,1
38140,2
38160,1
38198,1
38205,1
38210,1
38211,1
38229,2
38242,1
38279,3
38337,2
38354,1
38394,1
38441,1
38470,3
38487,1
38601,2
38636,1
38642,5
38658,2
38665,1
38674,2
38687,1
38702,1
38739,1
38776,1
38860,5
38942,1
38984,2
38989,41
39032,3
39034,2
39093,8
39097,18
39101,6
39137,1
39178,3
39229,1
39251,2
39329,1
39366,3
39368,5
39378,1
39379,21
39405,1
39411,2
39426,2
39429,1
39526,1
39538,1
39563,1
39623,2
39684,1
39688,4
39815,1
39822,8
39825,4
39828,1
39891,1
39892,4
39895,2
39988,41
40156,49
40265,14
40296,3
40345,2
40364,9
40456,4
40458,2
40470,1
40475,4
40539,2
40557,5
40559,1
40619,2
40631,2
40709,1
40777,8
40779,9
40786,2
40813,9
40848,1
40854,1
40877,3
40879,3
40881,1
40924,1
40927,1
41019,2
41069,2
41240,3
41304,1
41308,1
41312,1
41315,3
41322,1
41325,1
41326,6
41370,1
41372,1
41410,2
41519,1
41634,2
41692,3
41717,1
41745,9
41779,1
41789,1
41791,2
41807,1
41820,1
41874,1
41896,1
41922,10
41925,2
42023,1
42045,1
42058,5
42115,6
42181,2
42229,9
42230,2
42231,1
42234,1
42246,8
42295,10
42373,1
42491,1
42505,1
42531,1
42545,1
42550,1
42562,1
42569,1
42573,1
42578,1
42584,1
42603,1
42608,1
42610,1
42638,1
42666,6
42667,4
42708,2
42714,1
42762,1
42772,1
42828,8
43047,8
43056,2
43074,3
43106,1
43117,1
43120,5
43209,1
43214,1
43252,1
43280,2
43298,1
43305,1
43310,2
43318,1
43328,24
43335,3
43356,1
43426,3
43451,1
43459,1
43481,1
43488,1
43502,1
43526,2
43548,4
43551,10
